188,3,0.0592350441321,-170,14389
147,1,0.0699359365467,-43,12195
143,1,0.0670069739018,-31,12977
133,0,0.0770080747981,1,10859
121,2,0.0733073550901,33,11415
109,1,0.083900018379,71,9969
116,0,0.0904091084523,52,9427
101,0,0.102408963585,97,8011
100,2,0.0981382139476,96,8574
98,2,0.0985146352119,102,8254
70,0,0.117974617975,190,6811
73,1,0.120913745569,179,6696
61,3,0.107836495032,211,7901
54,2,0.130623079072,234,6223
51,2,0.124120536307,243,6598
19,3,0.13093220339,337,6153
17,2,0.147522152937,345,5195
31,8,0.124911585797,291,6186
16,1,0.161702843682,350,4982
25,4,0.145326504481,317,5340
19,2,0.170393076091,339,4601
11,0,0.198678414097,367,3638
9,0,0.20661345496,373,3479
6,0,0.241167434716,382,2964
13,0,0.229291417166,361,3089
3,0,0.243076095725,391,2815
0,2,0.188549289712,396,3770
3,5,0.185682326622,381,4004
2,2,0.256760524115,390,2666
2,10,0.157669969252,374,4931
2,3,0.230896226415,388,3261
1,3,0.233893919793,391,2961
0,4,0.239064089522,392,2992
0,0,0.277892257875,400,2453
2,5,0.226150121065,384,3196
1,1,0.303132367801,395,2069
0,2,0.342547627942,396,1760
1,4,0.259626604434,389,2538
1,2,0.327201980898,393,1902
0,3,0.314598798162,394,1939
0,3,0.330431754875,394,1923
0,2,0.325892857143,396,1963
0,0,0.428971962617,400,1222
0,1,0.415634344297,398,1368
1,5,0.257134783837,387,2629
0,3,0.325121313923,394,1808
0,1,0.488418932528,398,1016
3,10,0.211967321705,371,3569
0,8,0.232170744404,384,2950
0,4,0.330389992642,392,1820
0,3,0.406194690265,394,1342
0,3,0.405927835052,394,1383
0,2,0.440059200789,396,1135
0,7,0.262583892617,386,2637
0,4,0.326783867632,392,1953
0,1,0.551577669903,398,739
0,4,0.353597537514,392,1680
1,3,0.411494252874,391,1280
1,3,0.422603342128,391,1313
0,4,0.390799834231,392,1470
0,6,0.310932798395,388,2061
0,5,0.349961919269,390,1707
0,3,0.437215650591,394,1237
0,5,0.337070254111,390,1774
0,2,0.505862646566,396,885
0,3,0.447927199191,394,1092
0,5,0.34588409007,390,1772
0,6,0.309021776702,388,1999
1,1,0.657142857143,395,468
0,0,0.793264733396,400,221
0,2,0.530709600477,396,787
0,3,0.457170827215,394,1109
1,2,0.537621359223,393,762
2,1,0.661855670103,392,492
1,2,0.541203974284,393,785
1,3,0.458231558378,391,1109
0,2,0.538140643623,396,775
1,0,0.862230552952,397,147
0,5,0.371640046747,390,1613
0,2,0.563569682152,396,714
0,1,0.664449371766,398,454
0,3,0.474242424242,394,1041
0,0,0.880552813425,400,121
0,2,0.569115815691,396,692
0,4,0.414123006834,392,1286
0,3,0.468650371945,394,1000
0,2,0.570481927711,396,713
0,1,0.706193353474,398,389
0,0,0.86291913215,400,139
0,0,0.875119161106,400,131
0,1,0.689575289575,398,402
0,0,0.8896484375,400,113
0,1,0.681170292573,398,425
0,0,0.895593869732,400,109
0,0,0.921236291127,400,79
0,0,0.886186770428,400,117
0,1,0.6941266209,398,401
0,0,0.906338694418,400,99
0,0,0.903353057199,400,98
0,0,0.876923076923,400,128
