193,42,0.0376894980121,-263,29771
161,31,0.0468476867498,-145,24537
186,43,0.0442194804738,-244,27191
177,25,0.0439740600408,-181,26241
162,32,0.0421660958904,-150,26850
167,38,0.0455410051942,-177,26093
206,39,0.0414737197904,-296,28358
178,33,0.0429382916417,-200,27126
161,31,0.046372191864,-145,25130
174,33,0.0424663270291,-188,27441
157,31,0.0461344248499,-133,24935
144,34,0.0455455266438,-100,25273
152,27,0.0488583070654,-110,24743
178,38,0.0400158478605,-210,29076
194,33,0.0446781996775,-248,26065
140,22,0.048401541996,-64,24438
171,32,0.0425689758717,-177,27102
166,24,0.0469082331103,-146,24646
151,27,0.0475080262957,-107,24921
153,28,0.0461359281662,-115,25389
188,25,0.0456905121314,-214,25920
134,25,0.0497697279306,-52,24553
135,28,0.0503646399936,-61,23569
167,33,0.0429889632712,-167,26447
176,33,0.0423821831958,-194,27046
139,28,0.0472932179513,-73,23670
176,33,0.0415209490503,-194,27955
163,28,0.0466343355965,-145,24573
179,29,0.0470230040595,-195,25353
173,38,0.042528817928,-195,26746
160,30,0.0472485553499,-140,25226
160,28,0.0418702991231,-136,27643
158,31,0.0438115695134,-136,25819
141,29,0.0438525494813,-81,25990
152,31,0.0496016653989,-118,23740
150,29,0.0452610777533,-108,25123
165,24,0.046218963758,-143,25238
139,22,0.0502776842814,-61,22573
155,30,0.0452157598499,-125,25445
158,26,0.0451602899562,-126,24632
147,26,0.0480491476464,-93,23398
145,31,0.0453019501339,-97,25310
151,33,0.0480502466091,-119,24705
150,28,0.0483003274598,-106,24413
143,21,0.0473482694568,-71,25130
158,31,0.0426879450388,-136,26754
136,32,0.0483990773682,-72,24341
155,26,0.0503335106601,-117,23207
134,22,0.0502748072089,-46,22291
159,26,0.0478122169273,-129,24177
143,25,0.0485995397921,-79,23981
147,18,0.0533997864009,-77,21272
138,27,0.0493545937737,-68,22536
141,28,0.049838962755,-79,23011
164,31,0.0472853349071,-154,25830
131,27,0.0483768804434,-47,24038
132,18,0.0508056027852,-32,23447
135,25,0.048413695618,-55,24235
150,24,0.0462966620581,-98,24143
152,25,0.0454149464035,-106,25202
149,24,0.0507743184385,-95,23537
157,26,0.0481273044828,-123,24525
115,18,0.044912923923,19,25008
117,18,0.0531629116118,13,21853
133,22,0.0525319242624,-43,21517
167,26,0.0432387372694,-153,26398
148,29,0.047775047775,-102,24416
136,22,0.0476071784646,-52,22926
137,20,0.049441982603,-51,23167
141,23,0.0497072431724,-69,23209
144,23,0.0511696505387,-78,23160
159,24,0.0468228737392,-125,24286
146,20,0.0491633877827,-78,23924
156,28,0.0440822577117,-124,26217
157,22,0.0470157768423,-115,24222
135,24,0.0505138405437,-53,22913
129,25,0.0517825387416,-37,22395
136,23,0.0527596732943,-54,22963
143,29,0.0479205817469,-87,23305
156,28,0.0481431086922,-124,23785
146,22,0.0514472290858,-82,21498
108,24,0.0531765531766,28,21580
136,22,0.046250295718,-52,24189
138,18,0.0501570095066,-50,22081
155,26,0.0531812674938,-117,22664
154,23,0.0484250690047,-108,23443
148,24,0.0522464330976,-92,23183
122,19,0.0545391183133,-4,21704
136,21,0.0542224992209,-50,21245
148,29,0.0468022353306,-102,24562
142,28,0.047093649085,-82,24787
149,25,0.0507111166397,-97,22894
138,21,0.0476470127633,-56,24325
110,15,0.0573271889401,40,20456
123,23,0.0515401036901,-15,21770
141,20,0.052436440678,-63,21468
135,13,0.0560895266459,-31,20918
146,19,0.0505999172528,-76,22947
135,22,0.0503166512203,-49,24593
120,17,0.0602111671264,6,19760
129,21,0.0471480115134,-29,23504
134,17,0.0543140906269,-36,21329
146,18,0.0525328330206,-74,21210
133,20,0.0550622482607,-39,20645
137,20,0.0505667321929,-51,22700
125,15,0.0524783874191,-5,21811
137,23,0.0495363591996,-57,23370
111,18,0.0586239396795,31,19976
129,23,0.0547969111295,-33,21665
130,16,0.0517248917844,-22,21688
156,29,0.0497778835475,-126,23957
175,30,0.0448720343732,-185,25564
105,19,0.0580842391304,47,19411
121,15,0.0570108570109,7,20411
120,17,0.0561345767051,6,20648
136,14,0.0584889957463,-36,20363
145,20,0.0542753183748,-75,21833
146,24,0.0526315789474,-86,21780
127,22,0.0556859205776,-25,20926
142,27,0.0482590103849,-80,23370
142,21,0.0548406166159,-68,20785
128,15,0.0545454545455,-14,21060
117,14,0.0556960901788,21,21278
142,22,0.0507806276884,-70,23833
115,10,0.0579585557868,35,20821
137,28,0.0524854907898,-67,22530
128,18,0.0515738394813,-20,22086
118,17,0.0552763819095,12,21244
141,28,0.0504235578862,-79,23540
